id_text,lemma,designation,ancient_author,ancient_recipient,archive,cdli_id,sender_loc,volume,regnal_dates,ruler,cdli_id.1,genre,provenience,pleiades_coord,pleiades_id
P334144,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Sin-ahhe-eriba[Sennacherib]RN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N šulmu[completeness]N ana[to]PRP Mat-Aššur[Assyria]GN šulmu[completeness]N ana[to]PRP ēkurru[temple]N šulmu[completeness]N ana[to]PRP birtu[fort]N ša[of]DET šarru[king]N gabbu[totality]N libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N adanniš[very-much]AV lū[may]MOD ṭābu[good]AJ,SAA 01 038,Sennacherib,the king,099 - Miscellaneous,P334144,Royal Court,SAA 1,721–705 BC,Sargon II,P334144,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334158,ana[to]PRP šarru[king]N bēlu[lord]N adanniš[very-much]AV adanniš[very-much]AV lū[may]MOD šulmu[completeness]N Aššur[1]DN Šamaš[1]DN Bel[1]DN Nabu[1]DN Sin[1]DN Nergal[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ardu[slave]N Hunni[1]PN kāribu[one-who-blesses]N šarru[king]N bēlu[lord]N šulmu[completeness]N ana[to]PRP ēkurru[temple]N ana[to]PRP ēkallu[palace]N ša[of]DET Mat-Aššur[Assyria]GN gabbu[totality]N šulmu[completeness]N ana[to]PRP Sin-ahhe-eriba[Sennacherib]RN māru[son]N šarru[king]N rabû[big]AJ šulmu[completeness]N ana[to]PRP māru[son]N šarru[king]N gabbu[totality]N ammar[as-much-as]REL ina[in]PRP Mat-Aššur[Assyria]GN šunu[they]IP libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N adanniš[very-much]AV lū[may]MOD ṭābu[good]AJ šipru[sending]N ēkurru[temple]N ša[of]DET ilu[god]N amāru[see]V šēpu[foot]N damqu[good]AJ našāqu[kiss]V ša[that]REL ēkurru[temple]N kī[like]PRP niphu[(the-act-of)-lighting]N Šamaš[1]DN nawāru[be(come)-bright]V ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V anīnu[we]IP ardu[slave]N šarru[king]N šēpu[foot]N ša[of]DET šarru[king]N bēlu[lord]N našāqu[kiss]V ardu[slave]N Hunni[1]PN kāribu[one-who-blesses]N šarru[king]N bēlu[lord]N ša[that]REL šiāru[morning]N nubattu[evening-(rest)]N kayyamānu[permanent]AJ ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V,SAA 01 133,Hunni,the king,099 - Miscellaneous,P334158,Nineveh,SAA 1,721–705 BC,Sargon II,P334158,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334160,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Nergal-balliṭ[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Pilistaya[Philistine]EN ša[that]REL šarru[king]N bēlu[lord]N kiṣru[knot]N kaṣāru[tie]V tadānu[give]V lā[not]MOD magāru[consent]V ina[in]PRP pānu[front]N lā[not]MOD izuzzu[stand]V ina[in]PRP Luqaše[1]GN ša[that]REL qannu[fringe]N Arbail[Arbela]GN kamsu[squatting]AJ _ ūma[today]AV _ _ _ ina[in]PRP dāt[behind]PRP _ _ _,SAA 01 155,Nergal-balliṭ,the king,099 - Miscellaneous,P334160,Assyria,SAA 1,721–705 BC,Sargon II,P334160,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334165,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Adda-hati[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N šulmu[completeness]N ana[to]PRP maṣṣartu[observation]N adanniš[very-much]AV šulmu[completeness]N ana[to]PRP nagû[region]N ša[of]DET Hamat[Hamath]GN gabbu[totality]N libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N lū[may]MOD ṭābu[good]AJ ištu[from]PRP bītu[house]N šarru[king]N bēlu[lord]N ana[to]PRP _ _ alāku[go]V ṭēmu[(fore)thought]N harṣu[broken-off]AJ ša[of]DET Arbaya[Arab]EN lā[not]MOD šemû[hear]V šulmu[completeness]N adanniš[very-much]AV,SAA 01 173,Adda-hati,the king,099 - Miscellaneous,P334165,Hamath,SAA 1,721–705 BC,Sargon II,P334165,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334166,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Adda-hati[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N šulmu[completeness]N ana[to]PRP maṣṣartu[observation]N adanniš[very-much]AV šulmu[completeness]N ana[to]PRP nagû[region]N ša[of]DET Hamat[Hamath]GN gabbu[totality]N libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N lū[may]MOD ṭābu[good]AJ ištu[from]PRP bītu[house]N šarru[king]N bēlu[lord]N ana[to]PRP mātu[land]N Aššur[1]DN lā[not]MOD šemû[hear]V šulmu[completeness]N adanniš[very-much]AV,SAA 01 174,Adda-hati,the king,099 - Miscellaneous,P334166,Hamath,SAA 1,721–705 BC,Sargon II,P334166,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334170,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Saʾilu[1]PN ša[that]REL ana[to]PRP _ _ _ mahāru[face]V mā[saying]PRP māru[son]N Sadiru[1]PN šū[he]IP _ _ manû[unit]N hurāṣu[gold]N ana[to]PRP _ _ tadānu[give]V mā[saying]PRP _ _ ištu[from]PRP muhhu[skull]N matāhu[lift]V ana[to]PRP _ _ _ māru[son]N Sadiru[1]PN _ _ _ _ _ huṣābu[twig]N _ _ _ _ _ māru[son]N Sadiru[1]PN ina[in]PRP _ _ _ _ iškāru[work-assignment]N _ šattu[year]N matāhu[lift]V māru[son]N Sadiru[1]PN ina[in]PRP ēkallu[palace]N mahāru[face]V mā[saying]PRP enēšu[be(come)-weak]V mā[saying]PRP ištu[from]PRP ēkallu[palace]N qabû[say]V mā[saying]PRP ištu[from]PRP ṣābu[people]N iškāru[work-assignment]N matāhu[lift]V ša[that]REL Saʾilu[1]PN dabābu[speak]V mā[saying]PRP atā[why?]QP enšu[weak]AJ mā[saying]PRP kī[like]PRP ša[that]REL anāku[I]IP ina[in]PRP ramānu[self]N iškāru[work-assignment]N matāhu[lift]V mā[saying]PRP šū[he]IP ana[to]PRP ramānu[self]N matāhu[lift]V,SAA 01 118,Aššur-bani,the king,099 - Miscellaneous,P334170,Nimrud,SAA 1,721–705 BC,Sargon II,P334170,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334171,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N šulmu[completeness]N ana[to]PRP ēkurru[temple]N šulmu[completeness]N ina[in]PRP Kalhu[1]GN šulmu[completeness]N ana[to]PRP sinništu[woman]N ēkallu[palace]N šulmu[completeness]N ana[to]PRP qallu[light]AJ ištu[from]PRP Dur-Šarruken[1]GN _ _ _ _ _ _ _ _ _,SAA 01 115,Aššur-bani,the king,099 - Miscellaneous,P334171,Nimrud,SAA 1,721–705 BC,Sargon II,P334171,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334172,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N šulmu[completeness]N ana[to]PRP ēkurru[temple]N šulmu[completeness]N ana[to]PRP Kalhu[1]GN šulmu[completeness]N ana[to]PRP sinništu[woman]N ēkallu[palace]N šulmu[completeness]N ana[to]PRP qallu[light]AJ ina[in]PRP muhhu[skull]N _ _ _ tamkāru[merchant]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ _ _ _ _ _ _ _ _ _ _ Sili[1]PN ina[in]PRP Kalhu[1]GN erēbu[enter]V _ _ _ _ iškāru[work-assignment]N _ _ _ _ mahru[received]AJ,SAA 01 116,Aššur-bani,the king,099 - Miscellaneous,P334172,Nimrud,SAA 1,721–705 BC,Sargon II,P334172,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334173,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N _ _ _ _ _ _ _ _ tamkāru[merchant]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ Kalhu[1]GN _ _ _ _ _ ina[in]PRP qātu[hand]N _ _ _ šarru[king]N bēlu[lord]N dâku[kill]V,SAA 01 117,Aššur-bani,the king,099 - Miscellaneous,P334173,Nimrud,SAA 1,721–705 BC,Sargon II,P334173,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334174,ana[to]PRP šukkallu[(a-court-official)]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šukkallu[(a-court-official)]N bēlu[lord]N ištu[from]PRP ēkallu[palace]N šapāru[send]V mā[saying]PRP _ _ _ Ziziru[1]PN _ _ kašādu[reach]V _ _ _ _ Kalhu[1]GN _ _ _ _ hirītu[ditch]N _ _ _ _ _ _ _ meʾatu[(one)-hundred]NU _ _ _ _ _ _ _ _ _ issurri[perhaps]AV bēlu[lord]N qabû[say]V mā[saying]PRP atā[why?]QP lā[not]MOD šapāru[send]V ūma[today]AV annûri[now]AV ana[to]PRP šukkallu[(a-court-official)]N bēlu[lord]N šapāru[send]V,SAA 01 123,Aššur-bani,the vizier,099 - Miscellaneous,P334174,Nimrud,SAA 1,721–705 BC,Sargon II,P334174,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334175,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ūmu[day]N _ _ _ _ _ _ ilu[god]N _ _ _ _ _ ūmu[day]N _ _ _ _ _ _ _,SAA 01 112,Aššur-bani,the king,099 - Miscellaneous,P334175,Nimrud,SAA 1,721–705 BC,Sargon II,P334175,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334176,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N,SAA 01 122,Aššur-bani,the king,099 - Miscellaneous,P334176,Nimrud,SAA 1,721–705 BC,Sargon II,P334176,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334190,awātu[word]N šarru[king]N ana[to]PRP Ašipa[1]PN šulmu[completeness]N yâšim[to-me]IP libbu[interior]N lū[may]MOD ṭābu[good]AJ ūmu[day]N ša[that]REL egertu[inscribed-tablet]N annû[this]DP amāru[see]V _ _ _ _ Nabu-šezibanni[1]PN _ _ _ _ lawû[surround]V _ _ _ _ _ _ _,SAA 01 006,the king,Ašipa,099 - Miscellaneous,P334190,Royal Court,SAA 1,721–705 BC,Sargon II,P334190,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334193,awātu[word]N šarru[king]N ana[to]PRP Mannu-ki-Adad[1]PN _ līm[thousand]NU _ meʾatu[(one)-hundred]NU _ ṣābu[people]N dannu[strong]AJ _ līm[thousand]NU šunu[they]IP napištu[throat]N ina[in]PRP muhhu[skull]N ahāmiš[one-another]AV ammar[as-much-as]REL mītu[dead]AJ ištu[from]PRP libbu[interior]N mītu[dead]AJ u[and]CNJ ammar[as-much-as]REL balṭu[living]AJ balṭu[living]AJ ana[to]PRP zūku[infantry]N ša[of]DET ēkallu[palace]N tadnu[given]AJ kī[as-like]PRP piqittu[allocation]N ina[in]PRP pānu[front]N paqdu[entrusted]AJ atta[you]IP atā[why?]QP našû[lift]V annû[this]DP ana[to]PRP raksu[recruit]N annû[this]DP ana[to]PRP māru[son]N damqu[good]AJ annû[this]DP ana[to]PRP ša-pēthalli[rider]N ana[to]PRP kiṣru[knot]N ša[of]DET ramānu[self]N târu[turn]V išti[with]PRP libbu[interior]N lā[not]MOD dabābu[speak]V mā[saying]PRP kī[like]PRP našû[lift]V rēšu[head]N alāku[go]V mā[saying]PRP pānu[front]N ina[in]PRP bītu[house]N mannu[who?]QP šakānu[put]V ūma[today]AV annûri[now]AV šapāru[send]V mādu[many]AJ ištu[from]PRP libbu[interior]N ana[to]PRP imittu[right-side]N šumēlu[left-side]N memēni[somebody]XP ana[to]PRP šipirtu[message]N šapāru[send]V bīt[where]SBJ šunu[they]IP rēšu[head]N našû[lift]V pānātu[front]N ša-rēši[eunuch]N lū[may]MOD qurbu[near]AJ annûri[now]AV ša-rēši[eunuch]N šapāru[send]V aširtu[check]N šakānu[put]V,SAA 01 011,the king,Mannu-ki-Adad,099 - Miscellaneous,P334193,Royal Court,SAA 1,721–705 BC,Sargon II,P334193,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334194,awātu[word]N šarru[king]N ana[to]PRP Ašipa[1]PN ina[in]PRP muhhu[skull]N Nabataya[1]EN annû[this]DP ša[that]REL šapāru[send]V ina[in]PRP pānu[front]N šunu[they]IP,SAA 01 005,the king,Ašipa,099 - Miscellaneous,P334194,Royal Court,SAA 1,721–705 BC,Sargon II,P334194,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334195,awātu[word]N šarru[king]N ana[to]PRP Nabu-duru-uṣur[1]PN annûri[now]AV Mannu-ki-Aššur[1]PN ša-qurbūti[close-follower]N ina[in]PRP muhhu[skull]N ṣīru[envoy]N ammiu[that]DP Urarṭaya[Urarṭian]EN šapāru[send]V ina[in]PRP pānātu[front]N hubtu[robbery]N annû[this]DP ša[that]REL ina[in]PRP pānu[front]N kusāpu[bread]N akālu[eat]V ana[to]PRP Arzuhina[1]GN wabālu[bring]V atta[you]IP ūmu[day]N ša[that]REL egertu[inscribed-tablet]N annû[this]DP amāru[see]V rēšu[head]N hubtu[robbery]N annû[this]DP našû[lift]V lū[may]MOD etku[alert]AJ izuzzu[stand]V ina[in]PRP libbu[interior]N ūmu[day]N ša[that]REL Mannu-ki-Aššur[1]PN ša-qurbūti[close-follower]N šapāru[send]V mā[saying]PRP annûri[now]AV ṣīru[envoy]N ana[to]PRP Arzuhina[1]GN qerēbu[approach]V mā[saying]PRP hubtu[robbery]N namāšu[set-(o.s.)-in-motion]V hubtu[robbery]N pahāru[gather]V ana[to]PRP Arzuhina[1]GN alāku[go]V _ _ _ _ ana[to]PRP ša-muhhi-āli[town-overseer]N ša[of]DET Arzuhina[1]GN paqādu[entrust]V Aššur-balti-niše[1]PN šapāru[send]V muk[saying]PRP alāku[go]V _ _ _ _ adi[until]PRP pānu[front]N _ _ _ _ _ _ _ išti[with]PRP _ _ _ _ _ kittu[truth]N sinništu[woman]N Urarṭaya[Urarṭian]EN ša[that]REL išti[with]PRP hubtu[robbery]N alāku[go]V ina[in]PRP Arrapha[1]GN ina[in]PRP pānu[front]N lū[may]MOD kamsu[squatting]AJ išti[with]PRP hubtu[robbery]N lū[may]MOD lā[not]MOD alāku[go]V u[and]CNJ annûri[now]AV sinništu[woman]N ša[that]REL buʾʾû[look-for]V aṣû[go-out]V ina[in]PRP _ wabālu[bring]V išti[with]PRP sinništu[woman]N annû[this]DP ina[in]PRP Arrapha[1]GN lū[may]MOD kamsu[squatting]AJ kusāpu[bread]N akālu[eat]V mû[water]N šatû[drink]V adi[until]PRP bītu[house]N anāku[I]IP alāku[go]V mugerru[chariot]N ša[of]DET ēkallu[palace]N ša[that]REL sinništu[woman]N annû[this]DP wabālu[bring]V kusāpu[bread]N ana[to]PRP nišu[people]N kissatu[fodder]N ana[to]PRP urû[team]N tadānu[give]V,SAA 01 010,the king,Nabu-duru-uṣur,099 - Miscellaneous,P334195,Royal Court,SAA 1,721–705 BC,Sargon II,P334195,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334209,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Adad-ibni[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N ša-rēši[eunuch]N ša[of]DET bītu[house]N Aššur-ilaʾi[1]PN ša[that]REL šarru[king]N šapāru[send]V mā[saying]PRP wabālu[bring]V Urdu-Issar[1]PN šāqû[butler]N Ṣil-Šamaš[1]PN kakardinnu[victualler]N Bel-deni-amur[1]PN nuhatimmu[cook]N Patamu[1]PN ša-rēši[eunuch]N gimru[totality]N _ ša-rēši[eunuch]N annûri[now]AV ina[in]PRP qātu[hand]N kallāpu[outrider]N šipirtu[message]N ina[in]PRP ēkallu[palace]N wabālu[bring]V šarru[king]N bēlu[lord]N šâlu[ask]V ardu[slave]N ša[of]DET Til-Barsip[1]GN šunu[they]IP,SAA 01 184,Adad-ibni,the king,099 - Miscellaneous,P334209,Til-Barsip,SAA 1,721–705 BC,Sargon II,P334209,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334210,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Adad-ibni[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP rabû[big-one]N urāsu[(a-foreman)]N išti[with]PRP _ ṣābu[people]N ša[of]DET Nampigu[1]GN ša[that]REL ina[in]PRP Qipanu[1]GN alāku[go]V mā[saying]PRP _ _ _ _ mā[saying]PRP _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ šunu[they]IP,SAA 01 185,Adad-ibni,the king,099 - Miscellaneous,P334210,Til-Barsip,SAA 1,721–705 BC,Sargon II,P334210,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334211,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aplaya[1]PN Šarru-lu-dari[1]PN Išmanni-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ūmu[day]N _ ša[of]DET Duʾuzu[Tammuz]MN šuglû[deported]N _ _ _ _ sisû[horse]N _ _ _ _ kissatu[fodder]N _ _ _ _ ina[in]PRP libbu[interior]N ālu[city]N _ _ _ _ ša[of]DET šuglû[deported]N _ _ _ ebūru[harvest]N damāqu[be(come)-good]V adanniš[very-much]AV kusāpu[bread]N ammar[as-much-as]REL ina[in]PRP pānu[front]N našû[lift]V šuglû[deported]N aṣappu[pack-animal]N tabku[(grain)-store]N akālu[eat]V _ akī[as]PRP ardu[slave]N ša[of]DET šarru[king]N _ _ _ ana[to]PRP šuglû[deported]N _ _ _ ana[to]PRP aṣappu[pack-animal]N libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N lū[may]MOD ṭābu[good]AJ,SAA 01 219,several,the king,099 - Miscellaneous,P334211,Middle Euphrates Region,SAA 1,721–705 BC,Sargon II,P334211,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334212,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Amar-ili[1]PN dūru[(city)-wall]N ša[of]DET ēkallu[palace]N ša[of]DET maqātu[fall]V passuku[clear-(away)]V ina[in]PRP muhhu[skull]N uššu[foundation(s)]N harāṣu[break-off]V qerēbu[approach]V bītu[house]N karmu[heap]N ša[that]REL birti[between]PRP bītu[house]N qātu[hand]N ša-pān-ēkalli[palace-supervisor]N ša[that]REL birti[between]PRP dūru[(city)-wall]N maqātu[fall]V kurummatu[ration]N _ _ _ ina[in]PRP bītu[house]N qātu[hand]N _ _ ina[in]PRP bītu[house]N qātu[hand]N _ _ batqu[cut-(off)]AJ ṣabātu[seize]V _ _ _ tabāku[pour-(out)]V,SAA 01 137,Amar-ili,the king,099 - Miscellaneous,P334212,Arbela,SAA 1,721–705 BC,Sargon II,P334212,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334213,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N eleppu[ship]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ mā[saying]PRP ina[in]PRP qaqqadu[head]N arhu[month]N gamāru[complete]V _ mā[saying]PRP ūma[today]AV arhu[month]N gabbu[totality]N gamāru[complete]V mā[saying]PRP eleppu[ship]N laššu[(there)-is-not]V šina[they-(f.)]IP lā[not]MOD kī[like]PRP annû[this]DP ana[to]PRP šarru[king]N bēlu[lord]N šapāru[send]V nuk[saying]PRP _ eleppu[ship]N ina[in]PRP ūmu[day]N _ ša[of]DET Nisannu[Nisan]MN gamāru[complete]V muk[saying]PRP _ ina[in]PRP ūmu[day]N _ ša[of]DET Ayaru[Iyyar]MN gamāru[complete]V ūma[today]AV annûri[now]AV _ eleppu[ship]N gammuru[finished]AJ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ṣābu[people]N _ _ _ _ _ _ _ u[and]CNJ _ _ _ _ _ _ _ _ ahullâ[on-the-other-bank]AV _ _ _ _ _ _,SAA 01 080,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334213,Ashur,SAA 1,721–705 BC,Sargon II,P334213,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334214,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Nabu-deʾiq[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ištu[from]PRP muhhu[skull]N ṣābu[people]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V Akburu[1]PN māru[son]N Adda-šumki[1]PN _ _ māru[son]N _ _ _ Labarmu[1]PN māru[son]N Appa[1]PN gimru[totality]N _ ṣābu[people]N Sinu[from-Sinu]EN šunu[they]IP lā[not]MOD Hamataya[from-Hamath]EN šunu[they]IP annûri[now]AV muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V,SAA 01 230,Nabu-de’iq,the king,099 - Miscellaneous,P334214,The West,SAA 1,721–705 BC,Sargon II,P334214,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334271,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V Haldi-naṣir[1]PN raksu[recruit]N ša[that]REL egertu[inscribed-tablet]N ina[in]PRP muhhu[skull]N Birataya[Biratean]EN wabālu[bring]V alāku[go]V egertu[inscribed-tablet]N našû[lifted]AJ annûri[now]AV ina[in]PRP pānu[front]N šarru[king]N bēlu[lord]N šapāru[send]V šâlu[ask]V muk[saying]PRP atā[why?]QP kâšu[delay]V mā[saying]PRP _ ūmu[day]N kalû[hold-(back)]V mā[saying]PRP Marduk-šumu-iddina[1]PN annûri[now]AV ina[in]PRP dāt[behind]PRP ina[in]PRP alāku[go]V,SAA 01 085,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334271,Ashur,SAA 1,721–705 BC,Sargon II,P334271,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334272,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN šulmu[completeness]N ana[to]PRP Ešarra[1]TN šulmu[completeness]N ana[to]PRP ēkurru[temple]N šulmu[completeness]N ana[to]PRP Libbi-ali[Inner-City-(Assur)]GN šulmu[completeness]N ana[to]PRP mātu[land]N Aššur[1]DN mātu[land]N lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N gušūru[tree-trunk]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ adanniš[very-much]AV lā[not]MOD alāku[go]V ana[to]PRP manû[count]V mādu[many]AJ gušūru[tree-trunk]N libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N lū[may]MOD ṭābu[good]AJ,SAA 01 101,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334272,Ashur,SAA 1,721–705 BC,Sargon II,P334272,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334273,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N gušūru[tree-trunk]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP šapāru[send]V šadādu[drag]V adi[until]PRP lā[not]MOD šarru[king]N bēlu[lord]N šapāru[send]V _ _ esēhu[assign]V,SAA 01 102,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334273,Ashur,SAA 1,721–705 BC,Sargon II,P334273,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
